"Age","Experience","Income","Family","CCAvg","Education","Mortgage","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard","Predicted_loan1","Predicted_loan2","predictions"
58,34,25,2,0.3,"Undergrad",123,"No",0,0,1,0,0.0000217074268034465,0.0000171289795533754,"No"
24,-2,80,2,1.6,"Advanced/Professional",0,"No",0,0,1,0,0.0229116314802437,0.0352331186669022,"No"
43,18,89,1,0.1,"Graduate",307,"No",0,0,0,1,0.023390168398157,0.0175835382272506,"No"
64,38,40,2,1,"Advanced/Professional",0,"No",0,0,0,0,0.00696827349805702,0.00580119687883809,"No"
54,28,30,4,0.7,"Graduate",0,"No",0,0,1,0,0.00504152548475902,0.00518427443065721,"No"
55,30,82,4,3.8,"Graduate",0,"No",0,0,1,0,0.188663452264751,0.176538779527672,"No"
61,36,48,3,1.5,"Undergrad",0,"No",0,0,0,1,0.000123149347843297,0.00010756379503248,"No"
61,36,130,1,1.3,"Undergrad",257,"No",0,0,0,0,0.0193819187684198,0.0127443831283465,"No"
38,14,105,2,1.9,"Undergrad",0,"No",0,0,1,0,0.00232102001885707,0.00290661987678875,"No"
29,3,41,4,0.2,"Undergrad",0,"No",0,0,1,0,0.0000946718540963983,0.000151004383900018,"No"
52,28,168,3,6.5,"Advanced/Professional",118,"Yes",0,0,1,0,0.978715917055059,0.971529190418344,"Yes"
38,14,80,2,2.7,"Undergrad",0,"No",0,0,1,0,0.000609982128889682,0.00074261562372156,"No"
35,9,63,2,1.8,"Undergrad",0,"No",0,0,1,0,0.00015890044389844,0.000225057976521259,"No"
46,22,70,4,1.9,"Undergrad",212,"No",0,0,0,1,0.00103434580942684,0.000809051740940693,"No"
28,2,121,2,2,"Undergrad",341,"No",0,0,1,0,0.00769590737814332,0.00776104057504214,"No"
38,14,20,4,0.4,"Graduate",79,"No",0,0,1,1,0.000868307833180996,0.000907817998944387,"No"
33,7,43,4,0.8,"Undergrad",0,"No",0,0,0,0,0.00026537539241612,0.000382227681639991,"No"
51,27,92,4,3,"Undergrad",0,"Yes",0,1,1,1,0.0869424569320089,0.0895327565899615,"No"
58,32,111,2,1.4,"Undergrad",298,"No",0,0,1,0,0.00550245613961429,0.00380983729540216,"No"
52,26,71,1,1.4,"Advanced/Professional",0,"No",0,0,0,0,0.0218102626114191,0.0217343876010414,"No"
28,3,74,3,2.6,"Advanced/Professional",0,"No",0,0,0,0,0.0785627745314889,0.101678453628129,"No"
63,37,145,2,6.9,"Undergrad",0,"No",0,0,1,0,0.0869693949887564,0.0759447700693388,"No"
57,31,79,3,4.4,"Undergrad",0,"No",0,0,0,1,0.0012958781440582,0.00119498323029039,"No"
56,30,31,4,1.5,"Advanced/Professional",0,"No",0,0,1,0,0.00655745808387494,0.00625314142695829,"No"
54,29,111,1,1.1,"Graduate",0,"Yes",0,0,1,0,0.107028565645559,0.107239901390698,"No"
50,25,21,2,0.7,"Advanced/Professional",129,"No",0,0,0,0,0.00213115363422136,0.00174509443646927,"No"
51,25,104,1,4.2,"Graduate",0,"Yes",0,0,1,0,0.119726218271963,0.121936240829269,"No"
53,27,75,1,1.9,"Graduate",0,"No",0,0,1,0,0.0150315105310154,0.0154901923492776,"No"
37,12,175,2,7.8,"Undergrad",297,"No",0,0,1,1,0.204021193954035,0.16748372583175,"No"
58,34,90,1,3.6,"Graduate",0,"Yes",0,0,0,0,0.115585460620987,0.096727543185172,"No"
38,13,15,2,0.1,"Graduate",90,"No",0,0,1,0,0.000499216919721817,0.000551950597695799,"No"
39,15,65,1,1.5,"Advanced/Professional",0,"No",0,0,0,0,0.0141641286873955,0.0154925370979954,"No"
28,4,82,3,1.5,"Undergrad",103,"No",0,0,1,0,0.000981741140534112,0.00124110360618668,"No"
36,11,23,4,0.2,"Advanced/Professional",0,"No",0,0,1,0,0.00242503857172525,0.00304482349665285,"No"
36,12,88,2,2.7,"Undergrad",0,"No",0,0,1,0,0.000957468529569601,0.00120477070004761,"No"
31,5,180,1,2.9,"Advanced/Professional",144,"Yes",1,0,0,0,0.850334020986126,0.8626158580291,"Yes"
45,21,39,2,2.1,"Advanced/Professional",184,"No",0,0,0,1,0.0030341782235298,0.00226311050092819,"No"
40,15,10,2,0,"Advanced/Professional",102,"No",0,0,1,0,0.000382911681360084,0.000392980543092733,"No"
30,5,42,1,1,"Undergrad",184,"No",0,0,0,0,0.0000535206199564492,0.0000593203240858153,"No"
46,21,34,2,1.3,"Undergrad",0,"No",0,0,1,0,0.0000309477885152833,0.0000354850710178907,"No"
35,10,139,1,4.6,"Undergrad",0,"No",0,0,0,0,0.03110729345418,0.0391862436105294,"No"
30,4,154,2,4.5,"Undergrad",207,"No",0,0,1,0,0.0749433443116153,0.0836107145751472,"No"
42,16,41,3,0.5,"Advanced/Professional",0,"No",0,0,1,0,0.0042991989308412,0.00517021029903157,"No"
60,36,30,4,1.3,"Undergrad",118,"No",0,0,1,1,0.0000432385212849331,0.0000320449839019838,"No"
55,29,78,1,0.8,"Advanced/Professional",190,"No",0,0,1,0,0.0192505744896942,0.0149062713524435,"No"
31,7,149,1,6,"Undergrad",0,"No",0,0,0,0,0.0716437110609995,0.0880918342645574,"No"
33,9,42,1,2.1,"Advanced/Professional",0,"No",0,0,1,0,0.00179928708636943,0.00216774542668953,"No"
47,23,149,4,6.1,"Undergrad",0,"Yes",0,0,0,1,0.177669743903057,0.172867468714007,"No"
61,36,29,1,1.3,"Undergrad",0,"No",0,0,0,0,0.0000321528597920901,0.0000285311243799109,"No"
64,40,123,1,3.8,"Undergrad",0,"No",0,0,1,1,0.00278931080085959,0.00224044041184403,"No"
57,32,69,4,0.7,"Undergrad",245,"No",0,0,0,0,0.00258568803212805,0.00180859836902262,"No"
48,23,161,4,7.9,"Advanced/Professional",310,"Yes",0,0,0,0,0.994459638698141,0.990751788561497,"Yes"
44,20,71,4,2,"Advanced/Professional",0,"No",0,0,0,1,0.0505194039422194,0.0500483633834527,"No"
52,26,161,4,4.3,"Undergrad",0,"Yes",0,1,1,1,0.879244653944904,0.890564115884196,"Yes"
64,40,41,4,1.2,"Graduate",0,"No",0,0,1,0,0.0136736092769101,0.0109952984016575,"No"
61,35,79,2,2,"Undergrad",194,"No",0,0,1,1,0.000286436480436455,0.000207588360926819,"No"
40,16,60,2,3.2,"Undergrad",0,"No",0,0,0,0,0.000433412272356953,0.000487417164433421,"No"
35,11,160,4,5.7,"Advanced/Professional",0,"Yes",1,0,0,0,0.948041812552171,0.951647679234561,"Yes"
57,32,68,4,0.7,"Undergrad",191,"No",0,0,1,1,0.000378051280003494,0.000286389712148219,"No"
23,-3,55,3,2.4,"Graduate",145,"No",0,0,1,0,0.0132984407284075,0.0172142964276557,"No"
48,22,152,1,0,"Undergrad",0,"No",0,0,0,0,0.0305116203378569,0.0370950708797066,"No"
42,17,111,3,3,"Undergrad",0,"Yes",1,1,0,1,0.0773565899101267,0.0899187547487747,"No"
47,21,82,3,2.1,"Undergrad",0,"No",0,0,0,0,0.00241035275419218,0.00277962520294148,"No"
61,36,108,4,3.4,"Graduate",0,"No",0,0,1,0,0.527710214470082,0.490175342943793,"No"
56,30,61,3,2.5,"Undergrad",193,"No",0,0,1,0,0.000532700031691611,0.000418512234732403,"No"
33,6,78,4,2,"Graduate",0,"No",1,0,1,0,0.0242367909968575,0.0341397526539113,"No"
44,18,18,2,0.1,"Advanced/Professional",0,"No",0,0,1,0,0.000557214210499062,0.000649485772733567,"No"
47,20,62,1,2.67,"Graduate",0,"No",0,0,1,0,0.00709479747358288,0.00818134169989179,"No"
34,9,75,1,2.8,"Undergrad",194,"No",0,0,0,0,0.000606140629356324,0.00060822113165482,"No"
40,14,33,2,0.8,"Advanced/Professional",89,"No",0,0,1,0,0.00168480365586599,0.00182906152389535,"No"
51,26,69,3,2,"Graduate",0,"No",0,0,1,0,0.0361908985632491,0.0365981998871826,"No"
28,4,45,1,1,"Advanced/Professional",0,"No",0,0,1,0,0.00159531012728741,0.00212445708952718,"No"
52,26,59,3,3,"Graduate",0,"No",0,0,1,0,0.023911040275599,0.0243067737729756,"No"
29,5,133,1,5.4,"Undergrad",212,"No",0,0,1,0,0.0160459959772501,0.016084668383954,"No"
54,29,81,2,0,"Advanced/Professional",0,"No",0,0,1,0,0.0284692670849969,0.028114804196424,"No"
45,20,191,3,2.6,"Advanced/Professional",123,"Yes",0,0,0,0,0.993247829444599,0.992642077771948,"Yes"
61,37,155,1,2.9,"Undergrad",0,"No",0,0,1,0,0.0422177737254232,0.0376700363674145,"No"
30,5,121,2,3.1,"Undergrad",408,"No",0,0,1,0,0.011373436515101,0.00948033955308256,"No"
60,36,49,4,2.2,"Undergrad",204,"No",1,0,1,0,0.000159167196457417,0.000103391934972395,"No"
31,6,72,1,2.6,"Graduate",0,"No",0,0,1,0,0.0110035111912333,0.0146997249669171,"No"
39,14,74,1,0.1,"Graduate",144,"No",1,0,1,0,0.00306845807634731,0.00310109414849532,"No"
54,28,78,4,4.9,"Undergrad",0,"No",0,0,0,0,0.00687081851422335,0.0067070314694341,"No"
35,9,105,2,4.5,"Advanced/Professional",0,"No",0,0,0,0,0.318294524387649,0.362046748136472,"No"
32,7,100,3,0.6,"Graduate",0,"No",0,0,1,0,0.120348220069615,0.161030169798514,"No"
63,39,58,1,0,"Graduate",0,"No",0,0,1,0,0.00470874704832241,0.00395125010004823,"No"
62,37,128,1,2.5,"Undergrad",0,"No",0,0,0,0,0.0158033194664359,0.014053458335492,"No"
44,20,122,1,0.3,"Undergrad",0,"No",1,0,1,0,0.000825598339813449,0.00096197901915762,"No"
60,30,31,1,1.5,"Advanced/Professional",0,"No",0,0,1,0,0.000926164056375733,0.000998813935236677,"No"
53,27,81,4,2.6,"Advanced/Professional",0,"No",0,0,1,0,0.137904527419941,0.137109601917235,"No"
30,5,98,4,1.8,"Advanced/Professional",129,"No",1,1,1,1,0.634254733687583,0.665988513952296,"Yes"
52,27,135,1,0.6,"Undergrad",452,"No",0,0,1,0,0.0125731406954397,0.00758974463135887,"No"
56,30,34,2,0.7,"Graduate",0,"No",0,0,1,0,0.00194966471410967,0.00194387493938544,"No"
55,29,62,1,0.2,"Undergrad",0,"No",0,0,1,0,0.0000785704507532226,0.0000855578369891096,"No"
40,15,8,2,0.1,"Graduate",0,"No",0,0,0,0,0.000618350533270001,0.000725789770389606,"No"
63,37,78,4,1.7,"Advanced/Professional",0,"No",0,0,1,0,0.114047940562809,0.100990202572992,"No"
38,14,122,2,8,"Undergrad",0,"No",0,0,1,1,0.00777904962689763,0.00836295358116041,"No"
37,11,22,3,0.1,"Graduate",114,"No",0,0,0,0,0.00281237931778198,0.00312009230754869,"No"
42,18,144,2,6.1,"Undergrad",158,"No",0,0,0,0,0.135669968117445,0.118330626997694,"No"
38,13,191,2,3,"Undergrad",0,"No",0,0,1,0,0.328751049542639,0.394249657465855,"No"
49,24,75,1,2.8,"Graduate",160,"No",0,0,0,1,0.015859545764252,0.0124291133594481,"No"
28,4,69,3,0.7,"Graduate",170,"No",0,0,0,0,0.0528639558768472,0.0567195878442775,"No"
51,27,39,2,0.8,"Undergrad",0,"No",0,0,0,0,0.0000881089160570569,0.0000880393290511565,"No"
39,14,34,4,1.7,"Undergrad",0,"No",0,0,1,1,0.0000355292907574094,0.0000439340074454443,"No"
46,20,158,3,5.4,"Undergrad",432,"Yes",0,0,0,1,0.219608940896175,0.146515792199556,"No"
42,18,54,1,1.8,"Undergrad",0,"No",0,0,1,0,0.0000611510888034436,0.0000707011183580908,"No"
41,17,34,1,2,"Graduate",0,"No",0,0,0,0,0.00251390166054487,0.00268333352083112,"No"
59,33,68,2,2.3,"Advanced/Professional",0,"No",1,0,0,0,0.0135521528637676,0.0116546908062228,"No"
58,33,173,2,7.2,"Advanced/Professional",0,"Yes",0,0,1,0,0.971890809935451,0.966037913145559,"Yes"
63,38,138,1,2.5,"Undergrad",0,"No",0,0,1,0,0.0141572343897512,0.0128296183356687,"No"
39,13,58,3,2.1,"Undergrad",247,"No",0,0,1,0,0.00034253901667696,0.000324336481843893,"No"
56,30,43,2,0.3,"Undergrad",0,"No",1,0,0,0,0.0000297169271725418,0.0000299079795292537,"No"
33,9,38,1,2.1,"Advanced/Professional",133,"No",0,0,0,0,0.00350364883841555,0.00341451822577813,"No"
56,31,64,4,0.9,"Undergrad",0,"No",0,0,1,0,0.000681638206855003,0.00069066571505996,"No"
36,12,70,3,2.6,"Graduate",165,"No",0,0,1,0,0.0452246145122241,0.0431139789467599,"No"
57,31,159,2,0.5,"Undergrad",0,"No",0,0,0,0,0.100694019061315,0.106428099811837,"No"
38,12,30,2,1.4,"Advanced/Professional",0,"No",0,0,0,1,0.000979033088723343,0.00115550528428791,"No"
51,25,34,3,0.9,"Advanced/Professional",111,"No",0,0,1,0,0.00407518203875848,0.00364753251872358,"No"
54,27,195,2,4.75,"Graduate",477,"Yes",0,0,0,0,0.996221199952668,0.992944589938497,"Yes"
37,11,22,3,0.1,"Graduate",0,"No",0,0,1,1,0.000402529110865337,0.000525463415976764,"No"
35,8,44,4,1,"Graduate",192,"No",0,0,0,1,0.00828101870959413,0.00863965021999722,"No"
55,31,13,4,0.7,"Undergrad",0,"No",0,0,1,0,0.000031504172595922,0.0000303872787315413,"No"
54,29,28,4,0.2,"Graduate",101,"No",0,0,1,0,0.00484965443738485,0.00419459824541,"No"
48,22,163,1,2.4,"Undergrad",396,"No",0,0,1,0,0.0764242584571502,0.0547895370469349,"No"
41,16,115,1,7,"Undergrad",0,"No",0,0,0,0,0.0134144585152774,0.0145994150672907,"No"
55,31,130,4,6.5,"Undergrad",0,"Yes",0,0,0,1,0.0777605828467833,0.066463668262146,"No"
59,33,91,2,0.7,"Graduate",0,"No",0,0,1,1,0.021232088662696,0.0203033218467324,"No"
56,31,61,4,1.3,"Advanced/Professional",0,"No",0,0,1,1,0.013718466940171,0.0124311891291645,"No"
59,35,168,4,4.1,"Graduate",0,"Yes",0,0,1,0,0.979750359076807,0.976376421086307,"Yes"
53,26,25,2,1,"Graduate",0,"No",0,1,1,1,0.0187357228902279,0.0207627040755185,"No"
52,26,35,4,1.8,"Undergrad",0,"No",0,0,1,0,0.000129139883031394,0.000140844310707257,"No"
57,32,30,2,2,"Graduate",0,"No",0,0,0,0,0.00440136493603072,0.00388402637621384,"No"
65,39,53,1,2.5,"Advanced/Professional",0,"No",0,0,1,0,0.00552266135574488,0.00452974259253495,"No"
56,32,33,3,1.5,"Undergrad",0,"No",0,0,0,0,0.000140886864907486,0.000128524617675325,"No"
53,27,59,2,0.8,"Advanced/Professional",0,"No",0,0,1,0,0.00858215515485396,0.00876614181547318,"No"
27,2,129,2,3.3,"Undergrad",0,"No",1,0,0,0,0.0065628339398154,0.00937438122625697,"No"
42,16,185,3,2.2,"Graduate",0,"Yes",1,1,1,1,0.99449890243878,0.995662834307704,"Yes"
36,12,62,4,0.1,"Graduate",145,"No",0,0,0,0,0.0610156957951855,0.0611145497590803,"No"
53,28,183,3,8.2,"Advanced/Professional",467,"Yes",0,1,1,1,0.999769107937257,0.999513298524612,"Yes"
54,28,53,1,2.2,"Advanced/Professional",0,"No",0,0,1,1,0.00152806498356612,0.00145140579958046,"No"
30,5,30,4,0.8,"Undergrad",158,"No",0,0,1,0,0.0000729240336056275,0.0000866186303777111,"No"
33,7,21,1,0.6,"Advanced/Professional",0,"No",1,0,0,0,0.000211527571827101,0.00027161141233866,"No"
35,10,48,1,2.5,"Advanced/Professional",164,"No",0,0,1,0,0.00343763168525044,0.00335061381345268,"No"
37,11,84,4,2.2,"Graduate",0,"No",0,0,1,1,0.0453913860248897,0.0573971920838627,"No"
35,10,64,3,0.7,"Graduate",230,"No",0,0,1,0,0.0224179259215556,0.0216319903566165,"No"
35,9,82,1,2.5,"Undergrad",138,"No",0,0,0,0,0.00077880485705419,0.000879196231740084,"No"
59,35,39,4,1.3,"Undergrad",0,"No",0,0,1,0,0.000180540021288734,0.000163702702214537,"No"
53,27,45,2,0.8,"Advanced/Professional",0,"No",0,0,1,1,0.00128623599307867,0.00127720640507509,"No"
45,21,133,4,5.7,"Advanced/Professional",0,"Yes",0,1,1,1,0.991482004844905,0.991463051280414,"Yes"
46,22,152,2,1.4,"Undergrad",0,"No",0,0,1,0,0.0383368647606459,0.0437650622131009,"No"
40,16,12,1,1,"Undergrad",91,"No",1,0,0,0,0.00000283096833771392,0.00000281972727903052,"No"
42,16,32,3,1.5,"Undergrad",149,"No",0,0,1,0,0.000058051901149602,0.0000602127674644606,"No"
25,1,74,4,2.6,"Undergrad",204,"No",0,0,0,0,0.00318107870784124,0.00346331987044918,"No"
39,14,54,2,1.1,"Graduate",159,"No",0,0,0,1,0.00507252176330508,0.00474777939093583,"No"
41,15,95,3,0.1,"Undergrad",240,"No",1,0,0,0,0.00132678834489922,0.00123835027652519,"No"
37,11,190,4,7.3,"Graduate",565,"Yes",0,1,1,0,0.999959860951549,0.999932558201116,"Yes"
36,11,90,1,2.8,"Undergrad",0,"No",0,0,1,0,0.000570780097426241,0.000750506936462136,"No"
58,34,125,1,4.3,"Undergrad",219,"No",0,0,0,0,0.0251904712257163,0.0162692320108555,"No"
49,24,79,4,3.6,"Advanced/Professional",212,"No",0,0,1,0,0.186761487200764,0.144661576913831,"No"
36,10,172,4,1,"Graduate",295,"Yes",0,0,1,0,0.969141421917898,0.967546370691516,"Yes"
46,22,141,2,3.3,"Undergrad",0,"No",1,1,1,1,0.136266820912714,0.147506516740243,"No"
59,33,110,3,4.4,"Undergrad",264,"No",0,0,1,0,0.0169754590457826,0.0113936033717262,"No"
50,26,23,1,0.3,"Undergrad",0,"No",0,0,0,0,0.0000162371938774142,0.0000165150504227341,"No"
49,25,114,1,2.5,"Advanced/Professional",0,"Yes",0,0,1,0,0.1583821618983,0.154524720379444,"No"
24,-2,80,2,1.6,"Advanced/Professional",238,"No",0,0,0,0,0.0628837486115016,0.0683613964183468,"No"
45,19,122,4,4.1,"Graduate",0,"Yes",0,0,1,0,0.692597568515891,0.718435349689193,"Yes"
42,15,73,3,2.33,"Graduate",0,"No",0,0,0,0,0.07774801029534,0.0936388454123815,"No"
55,31,69,1,2.7,"Graduate",0,"No",1,0,0,1,0.00303077246176922,0.00250505038572103,"No"
40,14,92,4,1.4,"Graduate",0,"No",0,0,1,0,0.164981246114143,0.201823060416395,"No"
40,16,109,2,2.2,"Undergrad",0,"No",0,0,1,0,0.00323185511873217,0.00390866692760704,"No"
55,28,39,3,1,"Graduate",0,"No",0,0,1,1,0.00167625868225444,0.00173265528957617,"No"
58,32,43,1,2.8,"Graduate",0,"No",0,0,1,0,0.00288181655648079,0.0026670520971116,"No"
27,1,140,1,5.9,"Graduate",175,"Yes",1,1,1,0,0.957305960334775,0.962693213472239,"Yes"
52,28,55,2,3.2,"Advanced/Professional",151,"No",0,0,0,0,0.0297833850761372,0.0212050885437147,"No"
56,30,50,4,2.8,"Graduate",0,"No",1,0,1,0,0.00796021428145558,0.00745849335334037,"No"
58,34,41,3,1.5,"Undergrad",0,"No",0,0,1,1,0.0000391467840389107,0.0000350440502748259,"No"
64,40,8,2,0.3,"Advanced/Professional",0,"No",0,0,1,0,0.000470511674491764,0.000367877422403127,"No"
45,20,40,2,1.3,"Undergrad",0,"No",0,0,0,1,0.00003125238347719,0.0000346033087860593,"No"
44,20,130,4,3.2,"Graduate",0,"Yes",0,0,0,0,0.871501387782329,0.87584576064564,"Yes"
39,12,75,3,2.33,"Graduate",0,"No",0,0,1,1,0.0149345889711241,0.0192115135432934,"No"
42,18,42,2,1.7,"Undergrad",0,"No",0,0,1,0,0.0000536799894695492,0.0000619798766658923,"No"
55,31,34,3,1.5,"Undergrad",101,"No",0,0,1,0,0.0000816965632464592,0.0000679626849680087,"No"
60,35,44,2,1.6,"Advanced/Professional",170,"No",0,0,1,0,0.00603399312565497,0.00411342024401845,"No"
51,27,12,2,0.2,"Undergrad",0,"No",0,0,0,0,0.0000153629090819548,0.0000153813227587891,"No"
51,26,98,1,1.3,"Advanced/Professional",0,"No",0,0,1,1,0.0187028322283883,0.0184410628583789,"No"
43,17,124,1,5.2,"Undergrad",0,"No",0,0,0,0,0.0155985525274621,0.0180308192221746,"No"
31,6,175,2,6.7,"Undergrad",0,"No",0,0,1,0,0.26553737272552,0.327562304941958,"No"
32,6,22,4,0.3,"Undergrad",0,"No",0,0,0,0,0.0000667589719750807,0.0000978263454233065,"No"
41,17,78,4,2.67,"Undergrad",99,"No",0,0,1,0,0.00218197353800267,0.00222712734059613,"No"
31,4,54,2,1,"Graduate",109,"No",0,0,0,1,0.00375854989519809,0.00466185963683616,"No"
33,9,61,3,2.6,"Graduate",0,"No",0,0,1,0,0.0206359688079687,0.0254637303995203,"No"
54,24,25,4,0.4,"Advanced/Professional",0,"No",0,0,0,1,0.00210568262111413,0.00241920783705466,"No"
56,32,83,4,1.6,"Graduate",0,"No",0,0,0,0,0.256837622053875,0.234092073026893,"No"
62,38,195,4,5.2,"Advanced/Professional",522,"Yes",0,1,1,1,0.999912488242552,0.999778879112575,"Yes"
55,29,38,4,1.5,"Advanced/Professional",0,"No",0,0,0,1,0.00702894719998238,0.00647686264733197,"No"
60,36,50,1,1.8,"Advanced/Professional",0,"No",0,0,1,0,0.00407635447661176,0.00332612488483486,"No"
23,-2,81,2,1.8,"Graduate",0,"No",0,0,0,0,0.052066978421402,0.076132418645772,"No"
29,3,41,1,1.9,"Advanced/Professional",0,"No",0,0,1,1,0.000482194264683377,0.000664832898242746,"No"
32,7,84,3,0.6,"Graduate",0,"No",0,0,1,1,0.0177290572283953,0.0239998888695489,"No"
54,30,121,2,1.1,"Advanced/Professional",0,"Yes",1,0,0,0,0.209277585945392,0.189719542607947,"No"
47,22,82,1,2.9,"Undergrad",276,"No",0,0,1,0,0.000617361984099514,0.000471089842828142,"No"
33,8,82,1,2.6,"Graduate",0,"No",1,1,1,1,0.0977750940831327,0.124279947814121,"No"
35,10,161,1,4.1,"Undergrad",0,"No",1,0,1,0,0.015492440214657,0.0200908511849988,"No"
56,30,24,2,0.7,"Graduate",0,"No",0,0,1,0,0.00106971970357817,0.00106200206787814,"No"
59,33,111,3,4.4,"Undergrad",0,"No",0,0,1,0,0.0126436822876327,0.0120960907797817,"No"
56,32,90,2,0.3,"Undergrad",0,"No",0,0,1,1,0.000306149646726068,0.000295742541471817,"No"
54,28,94,2,1.1,"Undergrad",188,"No",0,0,0,0,0.00313442932176271,0.00259173331256058,"No"
33,7,39,2,2,"Advanced/Professional",0,"No",0,0,0,0,0.00509752616007445,0.00655516694214889,"No"
46,21,205,2,8.8,"Undergrad",181,"No",1,0,1,0,0.618391666027305,0.56271589049768,"Yes"
46,21,64,1,2.9,"Undergrad",0,"No",0,0,1,1,0.0000489095689043294,0.0000534931655684437,"No"
65,40,20,3,0.1,"Advanced/Professional",0,"No",0,0,0,1,0.00118428505493488,0.00091760413468118,"No"
42,18,103,1,3.33,"Undergrad",0,"Yes",1,1,1,1,0.0081960712014024,0.00935420933571189,"No"
62,36,148,3,7,"Graduate",0,"Yes",0,0,1,0,0.931726010892356,0.919065583707803,"Yes"
55,25,92,1,3,"Advanced/Professional",158,"No",0,0,0,1,0.0390561373668809,0.0346192087666312,"No"
55,31,63,3,2.67,"Undergrad",0,"No",0,0,1,0,0.000517769220483789,0.000487315895926854,"No"
58,33,39,2,2.3,"Advanced/Professional",0,"No",0,0,1,0,0.00398346197239579,0.00345785999437482,"No"
54,28,159,2,0.5,"Undergrad",461,"No",0,0,1,0,0.0882939337951794,0.0559605772816889,"No"
59,33,89,4,1.9,"Graduate",0,"No",0,0,1,1,0.0772378385597269,0.0723599389426473,"No"
63,37,105,4,1.7,"Advanced/Professional",244,"No",0,0,0,1,0.393867512655899,0.280885880573753,"No"
61,35,78,2,2,"Undergrad",0,"No",0,0,1,1,0.000207178658743694,0.00019539598843392,"No"
44,20,81,4,0.8,"Undergrad",228,"No",0,0,0,1,0.0015839548053063,0.00128626630859328,"No"
53,29,50,4,0.1,"Advanced/Professional",152,"No",0,0,1,0,0.0196292728244788,0.0151423317250662,"No"
50,26,110,3,1.8,"Graduate",0,"No",0,0,1,0,0.304362718235275,0.304706415916176,"No"
47,22,19,1,0.4,"Advanced/Professional",0,"No",0,0,1,0,0.000374202231970457,0.000394982695862745,"No"
46,21,38,1,2.4,"Undergrad",130,"No",0,0,1,0,0.0000319621905762523,0.0000299622555816433,"No"
33,9,14,4,0.7,"Graduate",105,"No",0,0,1,0,0.00179282593507602,0.0019742613293748,"No"
34,8,39,4,0.2,"Undergrad",115,"No",0,0,1,0,0.000105728000097658,0.000133786326487707,"No"
47,22,42,3,2.7,"Graduate",0,"No",0,0,1,1,0.00277572246550121,0.00283517777833982,"No"
58,32,48,1,2.8,"Graduate",0,"No",0,0,1,0,0.00388833840796912,0.00360649623870793,"No"
57,33,149,1,4.7,"Undergrad",0,"No",1,0,0,0,0.025374312521109,0.0217568112921469,"No"
60,35,48,3,1.5,"Undergrad",0,"No",0,0,1,0,0.000169786085526773,0.000158609170826583,"No"
28,2,111,4,2.3,"Advanced/Professional",0,"No",0,0,1,0,0.386401173129885,0.480429585417026,"No"
30,4,113,2,0.2,"Undergrad",0,"No",0,0,1,0,0.00213907882395949,0.00345161171581472,"No"
64,38,168,4,5.7,"Advanced/Professional",0,"Yes",0,0,1,0,0.985213322451438,0.981949777109532,"Yes"
54,29,21,4,0.1,"Advanced/Professional",0,"No",0,0,0,0,0.00567876484707566,0.00530951763722152,"No"
39,15,121,1,3.5,"Undergrad",368,"No",1,0,1,0,0.00229868682864629,0.00162774341605362,"No"
63,33,40,4,1.67,"Advanced/Professional",0,"No",0,0,1,0,0.010687255622303,0.0110705368442183,"No"
31,5,101,1,2.9,"Advanced/Professional",170,"No",1,0,0,0,0.0485020822912402,0.0499469661990694,"No"
56,26,90,2,4.5,"Advanced/Professional",0,"No",0,0,0,0,0.176702509233668,0.18624327327924,"No"
47,20,68,1,2.67,"Graduate",0,"No",0,0,1,1,0.00352520086705929,0.0039874375154808,"No"
32,8,74,4,0.1,"Graduate",257,"No",0,0,0,1,0.0481977062282674,0.043454080485194,"No"
39,15,31,1,1.4,"Advanced/Professional",88,"No",0,0,1,1,0.00034249500760361,0.000331197309350574,"No"
26,0,85,2,1.6,"Advanced/Professional",0,"No",0,0,0,0,0.0632690432715197,0.0903448679584473,"No"
38,13,63,3,0.5,"Advanced/Professional",190,"No",1,1,1,1,0.0969865161547753,0.092746024442255,"No"
48,22,40,3,2.2,"Graduate",87,"No",0,0,1,0,0.00698312756265681,0.00676325522291936,"No"
57,33,15,2,0.3,"Undergrad",0,"No",0,0,1,0,0.00000991803274221185,0.00000934992962238075,"No"
58,32,44,3,2.2,"Advanced/Professional",0,"No",0,0,0,0,0.0189062431302201,0.0168180681704746,"No"
65,40,115,1,2.5,"Undergrad",174,"No",0,0,0,1,0.00334966230925091,0.0021850243183702,"No"
55,31,91,2,2.8,"Undergrad",0,"No",0,0,0,0,0.0032061221939184,0.00295138461359088,"No"
52,22,55,3,1.4,"Advanced/Professional",0,"No",0,0,1,0,0.0114653976302707,0.0141060757688305,"No"
56,31,48,2,2.1,"Advanced/Professional",0,"No",0,0,0,1,0.00455243954411912,0.00389608346788983,"No"
36,10,21,3,0.1,"Graduate",0,"No",0,0,0,0,0.00223573033887861,0.00293734121382341,"No"
31,5,50,4,2.1,"Advanced/Professional",209,"No",0,0,1,0,0.0210048183398595,0.0217101783305695,"No"
42,16,65,3,0.5,"Advanced/Professional",256,"No",0,0,1,0,0.0252332030815199,0.0217389153016007,"No"
64,39,114,1,0.8,"Advanced/Professional",0,"No",0,0,1,0,0.136506608834657,0.118003246093198,"No"
35,11,75,2,1.7,"Graduate",0,"No",0,0,1,0,0.0221908744665558,0.0272399393084849,"No"
