Rowid,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,online_booking,mobile_site_booking,from_date_DOW,from_date_Hour,booking_created_DOW,trip_length,Car_Cancellation
4063,24,0,2,1193,413,0,0,1,0,Sunday,11,Sunday,9.487659919,0
4064,12,0,1,300,0,15,32,0,0,Sunday,8,Sunday,0,0
4065,12,0,2,393,571,0,0,0,0,Sunday,12,Sunday,27.59830194,0
4066,85,0,2,571,58,0,0,0,0,Sunday,9,Sunday,12.43926923,0
4067,12,0,2,83,143,0,0,0,0,Sunday,15,Sunday,12.07888941,0
4068,12,2,3,852,0,0,0,0,0,Sunday,10,Sunday,0,0
4069,12,0,2,1021,1100,0,0,0,0,Sunday,10,Sunday,10.2437102,0
4070,64,0,2,1384,458,0,0,1,0,Tuesday,0,Tuesday,19.90249369,0
4071,24,0,2,1034,1068,0,0,0,0,Wednesday,9,Wednesday,1.072853219,0
4072,85,0,2,1034,1068,0,0,0,0,Friday,9,Friday,1.072853219,0
4073,12,1,3,1232,0,0,0,0,0,Sunday,11,Sunday,0,0
4074,28,0,2,1068,1034,0,0,0,0,Thursday,17,Thursday,1.072853219,0
4075,28,0,2,693,1021,0,0,1,0,Sunday,21,Sunday,14.73836866,0
4076,12,0,2,1056,1258,0,0,1,0,Sunday,14,Sunday,7.829267888,0
4077,12,0,2,393,1063,0,0,0,0,Sunday,20,Sunday,31.27674277,0
4078,12,0,2,1010,393,0,0,0,0,Sunday,22,Sunday,26.30473585,0
4079,28,0,2,292,393,0,0,1,0,Monday,4,Monday,30.15582824,0
4080,12,0,2,417,168,0,0,0,0,Sunday,22,Sunday,7.238263352,0
4081,12,0,2,83,393,0,0,0,0,Monday,1,Monday,30.88713979,0
4082,89,0,2,392,977,0,0,0,1,Monday,19,Monday,21.98320349,0
4083,12,2,3,515,0,0,0,1,0,Monday,10,Monday,0,0
4084,24,0,2,136,424,0,0,0,0,Monday,8,Monday,2.612304624,0
4085,12,0,2,363,393,0,0,0,0,Monday,3,Monday,23.03287702,0
4086,12,0,2,393,363,0,0,0,0,Monday,0,Monday,23.03287702,0
4087,12,0,2,1248,1068,0,0,1,0,Monday,6,Monday,8.029491311,1
4088,23,1,3,149,0,0,0,0,0,Monday,11,Monday,0,0
4089,12,2,3,484,0,0,0,0,0,Monday,11,Monday,0,0
4090,89,0,2,1388,393,0,0,0,0,Monday,6,Monday,33.51769447,0
4091,65,0,2,571,1393,0,0,0,0,Monday,10,Monday,27.60942449,0
4092,12,0,2,424,136,0,0,0,0,Monday,11,Monday,2.612304624,0
4093,12,1,3,293,0,0,0,0,0,Monday,12,Monday,0,0
4094,12,0,2,58,393,0,0,0,0,Monday,16,Monday,36.35534143,0
4095,12,0,2,793,1017,0,0,0,0,Monday,11,Monday,9.866426295,0
4096,12,0,1,398,0,15,88,0,0,Monday,19,Monday,0,0
4097,12,0,2,1095,83,0,0,0,0,Monday,18,Monday,0,0
4098,12,2,3,1083,0,0,0,0,0,Monday,12,Monday,0,0
4099,12,0,2,626,1330,0,0,0,0,Tuesday,17,Tuesday,11.5161109,0
4100,12,1,3,58,0,0,0,0,0,Monday,13,Monday,0,0
4101,12,0,2,1285,1330,0,0,0,0,Saturday,15,Saturday,6.578521566,0
4102,12,1,3,571,0,0,0,0,1,Monday,15,Monday,0,0
4103,12,1,3,693,0,0,0,1,0,Monday,15,Monday,0,0
4104,12,0,2,450,393,0,0,0,0,Monday,13,Monday,30.88368286,0
4105,28,0,1,1243,0,15,58,0,0,Monday,15,Monday,0,0
4106,12,0,2,611,297,0,0,0,1,Monday,16,Monday,2.258006171,0
4107,12,0,2,393,572,0,0,0,0,Monday,21,Monday,32.81321587,0
4108,24,0,2,393,293,0,0,0,0,Tuesday,9,Tuesday,39.25760818,0
4109,24,0,2,393,776,0,0,1,0,Monday,22,Monday,20.7742307,0
4110,12,0,2,393,571,0,0,0,0,Monday,21,Monday,27.59830194,0
4111,12,0,2,61,1371,0,0,1,0,Tuesday,6,Tuesday,5.820310828,0
4112,12,2,3,1390,0,0,0,0,0,Tuesday,9,Tuesday,0,0
4113,12,0,2,692,1262,0,0,0,0,Tuesday,11,Tuesday,20.31184068,0
4114,12,0,2,1183,585,0,0,1,0,Tuesday,11,Tuesday,10.47509843,0
4115,12,0,2,585,1237,0,0,1,0,Tuesday,10,Tuesday,7.043542208,0
4116,12,0,2,1217,393,0,0,1,0,Tuesday,10,Tuesday,26.96021681,0
4117,12,2,3,25,0,0,0,0,0,Tuesday,9,Tuesday,0,0
4118,12,1,3,793,0,0,0,0,0,Tuesday,7,Tuesday,0,0
4119,12,0,2,1173,393,0,0,0,0,Tuesday,4,Tuesday,27.4236475,0
4120,12,2,3,1063,0,0,0,1,0,Tuesday,9,Tuesday,0,0
4121,12,0,2,1058,112,0,0,0,0,Tuesday,9,Tuesday,7.355447039,0
4122,12,0,2,1384,142,0,0,1,0,Thursday,15,Thursday,14.58149946,0
4123,12,0,2,677,393,0,0,0,0,Wednesday,8,Wednesday,17.26695378,0
4124,12,0,2,448,1254,0,0,0,0,Tuesday,11,Tuesday,6.033730626,0
4125,12,0,1,142,0,15,64,0,0,Tuesday,10,Tuesday,0,0
4126,17,0,2,393,1323,0,0,0,0,Tuesday,20,Tuesday,37.16678777,0
4127,24,0,2,353,393,0,0,1,0,Wednesday,4,Wednesday,21.96956647,0
4128,12,0,2,83,585,0,0,0,0,Tuesday,17,Tuesday,12.29005796,0
4129,12,0,2,149,1257,0,0,0,0,Thursday,8,Thursday,5.54209331,0
4130,12,0,2,149,1257,0,0,0,0,Monday,8,Monday,5.54209331,0
4131,12,0,2,149,1257,0,0,0,0,Thursday,8,Thursday,5.54209331,0
4132,87,0,2,1096,1384,0,0,0,0,Tuesday,17,Tuesday,20.0530421,0
4133,12,1,3,571,0,0,0,0,0,Tuesday,18,Tuesday,0,0
4134,12,0,2,1010,626,0,0,1,0,Tuesday,18,Tuesday,15.934359,0
4135,12,0,2,1111,1384,0,0,0,0,Tuesday,21,Tuesday,15.86231102,0
4136,12,0,2,571,1282,0,0,0,0,Tuesday,18,Tuesday,5.566739202,0
4137,12,0,2,1371,1280,0,0,0,0,Tuesday,19,Tuesday,6.032578974,0
4138,12,0,2,515,1037,0,0,0,0,Wednesday,7,Wednesday,11.24849717,1
4139,12,0,2,1321,1242,0,0,0,0,Wednesday,9,Wednesday,0.537025598,0
4140,12,0,2,1147,873,0,0,1,0,Wednesday,8,Wednesday,8.600199935,0
4141,12,0,2,585,393,0,0,1,0,Wednesday,13,Wednesday,28.75331927,0
4142,12,0,2,1165,455,0,0,1,0,Wednesday,6,Wednesday,1.392424251,0
4143,12,0,2,625,585,0,0,1,0,Wednesday,12,Wednesday,9.302855775,0
4144,12,0,2,117,271,0,0,1,0,Wednesday,10,Wednesday,9.765657429,0
4145,12,0,2,62,540,0,0,1,0,Thursday,11,Thursday,2.568260041,0
4146,12,0,2,1026,150,0,0,1,0,Wednesday,18,Wednesday,23.40599689,0
4147,85,0,2,393,492,0,0,0,0,Wednesday,19,Wednesday,43.67141524,0
4148,12,0,2,1010,455,0,0,0,0,Wednesday,15,Wednesday,8.55369302,0
4149,12,0,2,1204,393,0,0,0,0,Thursday,3,Thursday,26.51158125,0
4150,85,0,2,112,393,0,0,0,0,Wednesday,18,Wednesday,33.31149792,0
4151,12,1,3,693,0,0,0,1,0,Wednesday,15,Wednesday,0,0
4152,24,1,3,391,0,0,0,0,0,Wednesday,13,Wednesday,0,0
4153,12,0,2,25,293,0,0,0,0,Wednesday,14,Wednesday,17.46679299,0
4154,87,0,1,344,0,0,29,1,0,Thursday,6,Thursday,0,0
4155,12,0,2,776,1384,0,0,0,0,Wednesday,19,Wednesday,14.36312006,0
4156,12,0,2,393,1279,0,0,1,0,Friday,19,Friday,26.98099397,0
4157,24,1,3,1037,0,0,0,0,0,Wednesday,18,Wednesday,0,0
4158,12,0,2,1371,689,0,0,0,0,Thursday,3,Thursday,3.827435376,0
4159,89,0,2,142,585,0,0,0,0,Thursday,2,Thursday,8.148686849,0
4160,24,0,2,963,471,0,0,0,0,Wednesday,21,Wednesday,5.592788026,0
4161,12,1,3,1147,0,0,0,0,0,Wednesday,19,Wednesday,0,0
4162,89,1,3,1096,0,0,0,1,0,Thursday,5,Thursday,0,0
4163,85,0,2,1328,393,0,0,0,0,Thursday,6,Thursday,27.52430355,0
4164,12,0,2,1068,1098,0,0,1,0,Friday,19,Friday,13.7257888,1
4165,12,0,2,142,393,0,0,0,0,Thursday,4,Thursday,33.63150638,0
4166,12,0,2,689,168,0,0,1,0,Thursday,5,Thursday,5.824901281,0
4167,12,2,3,571,0,0,0,0,0,Thursday,4,Thursday,0,0
4168,12,0,2,83,393,0,0,1,0,Friday,4,Friday,30.88713979,0
4169,12,0,2,625,393,0,0,1,0,Friday,3,Friday,27.86814301,0
4170,12,0,2,293,393,0,0,0,1,Thursday,10,Thursday,39.25760818,1
4171,12,0,2,571,393,0,0,0,0,Thursday,18,Thursday,27.59830194,0
4172,85,0,2,492,393,0,0,0,0,Monday,12,Monday,43.67141524,0
4173,85,2,3,1136,0,0,0,1,0,Thursday,12,Thursday,0,0
4174,12,0,1,393,0,0,170,1,0,Friday,6,Friday,0,0
4175,12,2,3,768,0,0,0,0,0,Thursday,11,Thursday,0,0
4176,28,0,2,977,585,0,0,0,0,Thursday,17,Thursday,4.342770568,0
4177,12,0,2,293,585,0,0,1,0,Friday,16,Friday,17.23881496,0
4178,12,0,2,1084,1142,0,0,0,0,Thursday,15,Thursday,16.48507793,0
4179,12,0,2,1010,585,0,0,1,0,Thursday,17,Thursday,19.19419028,0
4180,12,0,2,392,393,0,0,0,0,Thursday,18,Thursday,23.94017534,0
4181,12,2,3,1010,0,0,0,0,0,Friday,7,Friday,0,0
4182,12,0,2,142,585,0,0,0,0,Thursday,21,Thursday,8.148686849,0
4183,64,0,2,393,822,0,0,1,0,Saturday,6,Saturday,25.13420631,0
4184,10,0,2,515,1365,0,0,1,0,Friday,8,Friday,14.84762765,0
4185,12,0,2,61,393,0,0,0,0,Friday,4,Friday,26.34253047,0
4186,24,0,2,1261,393,0,0,0,1,Friday,18,Friday,27.7746556,0
4187,12,0,1,85,0,0,55,1,0,Friday,6,Friday,0,0
4188,85,0,2,467,392,0,0,0,0,Friday,11,Friday,22.68497727,0
4189,10,0,2,1013,452,0,0,1,0,Friday,5,Friday,7.389765278,0
4190,23,0,1,1153,0,0,110,1,0,Saturday,6,Saturday,0,0
4191,85,0,2,393,1229,0,0,1,0,Friday,20,Friday,23.15856185,0
4192,85,0,2,1010,83,0,0,1,0,Friday,18,Friday,9.62038518,0
4193,12,0,2,571,585,0,0,1,0,Saturday,4,Saturday,13.70509547,0
4194,12,0,2,458,1052,0,0,0,0,Friday,7,Friday,19.08657388,0
4195,12,0,2,1239,1070,0,0,0,1,Friday,8,Friday,8.445531897,0
4196,12,0,2,1323,353,0,0,0,0,Saturday,7,Saturday,19.0279091,0
4197,12,0,2,1330,585,0,0,0,0,Friday,16,Friday,14.746556,0
4198,12,0,2,1136,1189,0,0,1,0,Friday,10,Friday,12.04033297,0
4199,89,0,2,1261,393,0,0,0,0,Sunday,7,Sunday,27.7746556,0
4200,12,0,2,187,115,0,0,0,0,Friday,11,Friday,4.238205472,0
4201,12,1,3,994,0,0,0,0,0,Sunday,17,Sunday,0,0
4202,12,2,3,171,0,0,0,0,0,Friday,13,Friday,0,0
4203,89,0,2,467,392,0,0,0,0,Monday,10,Monday,22.68497727,0
4204,12,0,2,1272,1079,0,0,1,0,Saturday,12,Saturday,11.32943076,0
4205,85,0,2,393,1082,0,0,0,0,Friday,22,Friday,39.24546474,0
4206,28,2,3,344,0,0,0,0,0,Saturday,9,Saturday,0,0
4207,12,0,2,1205,1068,0,0,0,0,Friday,13,Friday,7.014875237,0
4208,12,0,2,293,136,0,0,0,0,Friday,21,Friday,7.76499974,0
4209,12,0,2,1224,410,0,0,0,0,Saturday,0,Saturday,4.578112675,0
4210,12,0,2,1026,611,0,0,0,0,Wednesday,8,Wednesday,12.65878492,0
4211,12,1,3,611,0,0,0,0,0,Friday,16,Friday,0,0
4212,12,0,2,89,392,0,0,0,0,Tuesday,9,Tuesday,2.915163989,0
4213,12,0,2,89,392,0,0,0,0,Wednesday,9,Wednesday,2.915163989,0
4214,12,0,2,89,392,0,0,0,0,Thursday,9,Thursday,2.915163989,0
4215,12,0,2,1032,768,0,0,0,0,Friday,18,Friday,16.69727639,0
4216,12,0,2,529,571,0,0,0,0,Friday,16,Friday,9.19408761,0
4217,12,0,2,293,376,0,0,0,0,Monday,17,Monday,5.902017919,0
4218,85,0,2,1285,1330,0,0,0,0,Tuesday,17,Tuesday,6.578521566,0
4219,12,0,2,1285,1330,0,0,0,0,Thursday,17,Thursday,6.578521566,0
4220,12,0,2,1285,1330,0,0,0,0,Friday,17,Friday,6.578521566,0
4221,12,0,2,1096,1384,0,0,1,0,Friday,20,Friday,20.0530421,0
4222,12,0,2,1384,1262,0,0,0,0,Sunday,16,Sunday,28.04547027,0
4223,24,0,1,0,0,15,146,1,0,Friday,22,Friday,0,0
4224,12,0,2,1192,601,0,0,1,0,Saturday,23,Saturday,5.34614576,0
4225,12,0,2,571,1371,0,0,1,0,Saturday,5,Saturday,5.891818229,0
4226,28,0,2,271,1378,0,0,0,0,Friday,22,Friday,14.91362583,0
4227,12,0,2,625,585,0,0,1,0,Saturday,7,Saturday,9.302855775,0
4228,12,2,3,83,0,0,0,1,0,Saturday,9,Saturday,0,0
4229,12,0,2,1365,393,0,0,0,1,Saturday,1,Saturday,39.52175862,0
4230,12,0,2,85,1371,0,0,1,0,Saturday,21,Saturday,6.687852983,0
4231,12,0,2,585,1089,0,0,1,0,Saturday,5,Saturday,17.30878638,0
4232,12,0,2,466,393,0,0,1,0,Saturday,10,Saturday,21.36954165,0
4233,12,1,3,292,0,0,0,0,0,Sunday,4,Sunday,0,0
4234,89,0,2,1054,1036,0,0,1,0,Saturday,11,Saturday,2.643705255,0
4235,89,0,2,1193,585,0,0,1,0,Sunday,5,Sunday,3.105335982,0
4236,12,0,2,293,471,0,0,0,0,Saturday,10,Saturday,19.06217025,0
4237,12,0,2,1159,1335,0,0,1,0,Sunday,9,Sunday,1.977441665,0
4238,89,2,3,1046,0,0,0,0,1,Saturday,15,Saturday,0,0
4239,85,0,2,433,768,0,0,0,0,Friday,17,Friday,9.903778669,0
4240,12,0,2,1054,1254,0,0,0,0,Thursday,9,Thursday,3.587087001,0
4241,24,0,2,1054,1254,0,0,0,0,Friday,9,Friday,3.587087001,0
4242,12,0,2,1254,1054,0,0,0,0,Tuesday,18,Tuesday,3.587087001,0
4243,12,0,2,1254,1054,0,0,0,0,Friday,18,Friday,3.587087001,0
4244,89,0,2,1181,1096,0,0,0,0,Saturday,15,Saturday,5.2066743,0
4245,10,1,3,471,0,0,0,1,0,Saturday,16,Saturday,0,0
4246,12,0,2,1286,393,0,0,1,0,Saturday,18,Saturday,26.86360549,0
4247,12,0,2,793,763,0,0,0,0,Saturday,15,Saturday,7.138600126,0
4248,89,0,2,1308,393,0,0,1,0,Sunday,10,Sunday,26.6173106,0
4249,12,0,2,1351,393,0,0,1,0,Sunday,12,Sunday,34.14819092,0
4250,12,0,2,1041,572,0,0,0,1,Saturday,18,Saturday,8.22656845,0
4251,12,0,2,393,995,0,0,0,0,Saturday,22,Saturday,30.92469638,0
4252,89,0,2,585,393,0,0,0,0,Sunday,9,Sunday,28.75331927,0
4253,65,0,1,1038,0,15,108,0,0,Sunday,7,Sunday,0,0
4254,12,0,2,393,339,0,0,0,0,Saturday,20,Saturday,32.89162353,0
4255,24,0,2,515,393,0,0,0,0,Saturday,22,Saturday,24.82318074,0
4256,89,0,2,393,293,0,0,0,0,Sunday,12,Sunday,39.25760818,0
4257,64,0,2,83,1052,0,0,0,1,Saturday,21,Saturday,10.49665369,0
4258,12,0,2,572,601,0,0,0,0,Sunday,17,Sunday,12.90272154,0
4259,12,0,2,585,1388,0,0,0,0,Saturday,22,Saturday,6.714732342,0
4260,65,2,3,502,0,0,0,0,0,Sunday,10,Sunday,0,0
4261,12,0,2,392,585,0,0,1,0,Sunday,6,Sunday,17.66378037,0
4262,64,0,2,1371,1165,0,0,1,0,Sunday,20,Sunday,1.698499832,0
4263,65,0,1,1136,0,0,147,1,0,Sunday,7,Sunday,0,0
4264,28,0,2,1056,585,0,0,1,0,Sunday,19,Sunday,7.539735066,1
4265,12,0,2,1054,572,0,0,0,0,Sunday,10,Sunday,4.078256503,0
4266,85,0,2,1192,1390,0,0,1,0,Monday,8,Monday,7.48730512,0
4267,12,0,2,450,1010,0,0,0,0,Sunday,9,Sunday,13.83789159,0
4268,12,0,2,1010,450,0,0,0,0,Sunday,18,Sunday,13.83789159,0
4269,12,2,3,1010,0,0,0,0,0,Sunday,11,Sunday,0,0
4270,12,0,2,1308,393,0,0,0,0,Sunday,13,Sunday,26.6173106,0
4271,12,0,2,115,363,0,0,0,0,Sunday,11,Sunday,18.64595121,0
4272,89,2,3,85,0,0,0,0,0,Tuesday,0,Tuesday,0,0
4273,24,0,2,1232,1393,0,0,0,0,Monday,6,Monday,36.17930125,0
4274,12,1,3,363,0,0,0,0,0,Sunday,14,Sunday,0,0
4275,12,0,2,393,1341,0,0,1,0,Tuesday,18,Tuesday,24.51533144,0
4276,85,0,2,353,1068,0,0,0,0,Tuesday,9,Tuesday,1.535641245,0
4277,24,0,2,1068,353,0,0,0,0,Tuesday,17,Tuesday,1.535641245,0
4278,89,0,2,1068,353,0,0,0,0,Friday,17,Friday,1.535641245,0
4279,28,0,2,297,585,0,0,0,0,Monday,12,Monday,5.14406164,0
4280,12,0,2,1058,1373,0,0,0,0,Sunday,16,Sunday,14.69839068,0
4281,28,0,2,455,58,0,0,0,0,Sunday,18,Sunday,14.84144912,0
4282,85,0,2,1347,585,0,0,1,0,Tuesday,4,Tuesday,17.7654446,0
4283,12,1,3,689,0,0,0,1,0,Monday,6,Monday,0,0
4284,87,0,2,492,393,0,0,0,0,Monday,10,Monday,43.67141524,0
4285,12,0,2,1388,585,0,0,0,0,Monday,4,Monday,6.714732342,0
4286,12,0,2,292,393,0,0,1,0,Saturday,5,Saturday,30.15582824,0
4287,12,0,2,1297,776,0,0,0,0,Sunday,22,Sunday,10.19506275,0
4288,12,0,2,1244,184,0,0,0,0,Monday,8,Monday,13.51350955,0
4289,12,0,2,1390,466,0,0,0,0,Sunday,22,Sunday,5.362712373,0
4290,12,0,2,689,1371,0,0,0,0,Monday,3,Monday,3.827435376,0
4291,12,0,2,767,726,0,0,1,0,Monday,5,Monday,11.72982914,0
4292,12,0,2,1039,58,0,0,0,0,Monday,11,Monday,11.02632402,0
4293,12,0,2,448,1254,0,0,0,0,Monday,11,Monday,6.033730626,0
4294,28,0,2,689,1224,0,0,1,0,Monday,12,Monday,10.95518175,0
4295,85,0,2,768,974,0,0,0,0,Tuesday,6,Tuesday,9.546909959,0
4296,12,0,2,768,1017,0,0,0,0,Monday,10,Monday,14.40233414,0
4297,28,0,2,492,393,0,0,0,0,Monday,12,Monday,43.67141524,0
4298,85,2,3,393,0,0,0,1,0,Wednesday,9,Wednesday,0,0
4299,85,0,2,1034,1384,0,0,0,1,Monday,20,Monday,5.989607103,0
4300,12,0,2,484,112,0,0,1,0,Wednesday,6,Wednesday,9.821147114,1
4301,12,0,2,1052,1384,0,0,1,0,Tuesday,22,Tuesday,13.29944026,0
4302,12,0,2,601,393,0,0,0,0,Tuesday,6,Tuesday,24.77869056,0
4303,12,0,2,529,571,0,0,1,0,Monday,17,Monday,9.19408761,0
4304,12,0,2,1390,156,0,0,0,0,Tuesday,3,Tuesday,9.087826839,0
4305,12,0,2,1390,156,0,0,0,0,Thursday,3,Thursday,9.087826839,0
4306,12,0,2,115,393,0,0,0,0,Thursday,4,Thursday,28.92903669,0
4307,12,0,2,393,363,0,0,0,0,Monday,23,Monday,23.03287702,0
4308,12,0,2,1330,452,0,0,1,0,Tuesday,4,Tuesday,12.54455996,0
4309,12,0,2,667,1242,0,0,1,0,Tuesday,7,Tuesday,11.20453719,0
4310,12,0,2,585,1095,0,0,1,0,Tuesday,7,Tuesday,12.29005796,0
4311,12,0,2,463,142,0,0,0,1,Tuesday,5,Tuesday,6.099138047,0
4312,12,0,2,1026,409,0,0,0,0,Tuesday,8,Tuesday,4.485488042,0
4313,12,0,2,571,1384,0,0,1,0,Tuesday,7,Tuesday,18.3901208,0
4314,12,0,2,1096,548,0,0,0,0,Tuesday,8,Tuesday,15.44910582,0
4315,12,0,2,119,601,0,0,1,0,Tuesday,5,Tuesday,3.819528115,0
4316,87,0,2,1232,356,0,0,1,0,Tuesday,7,Tuesday,27.04973445,0
4317,12,0,2,1166,590,0,0,0,0,Tuesday,9,Tuesday,11.47508088,0
4318,89,0,2,767,393,0,0,0,0,Wednesday,21,Wednesday,38.4333096,0
4319,12,0,1,105,0,0,192,1,0,Thursday,6,Thursday,0,0
4320,85,0,2,393,571,0,0,0,0,Tuesday,11,Tuesday,27.59830194,0
4321,87,0,2,515,585,0,0,1,0,Tuesday,18,Tuesday,10.93169397,0
4322,28,0,2,363,1337,0,0,0,0,Thursday,12,Thursday,2.34258992,0
4323,12,0,2,1337,363,0,0,0,0,Thursday,19,Thursday,2.34258992,0
4324,12,0,2,1337,363,0,0,0,0,Friday,18,Friday,2.34258992,0
4325,85,0,2,467,392,0,0,0,0,Wednesday,10,Wednesday,22.68497727,0
4326,12,0,2,1383,1371,0,0,1,0,Tuesday,17,Tuesday,7.879368759,0
4327,12,1,3,422,0,0,0,0,0,Tuesday,12,Tuesday,0,0
4328,12,2,3,1390,0,0,0,0,0,Tuesday,12,Tuesday,0,0
4329,12,0,2,730,1349,0,0,1,0,Tuesday,17,Tuesday,9.267337665,0
4330,12,2,3,571,0,0,0,1,0,Wednesday,11,Wednesday,0,0
4331,24,0,2,271,1010,0,0,0,0,Tuesday,16,Tuesday,11.83804196,0
4332,24,0,2,1085,1102,0,0,0,0,Wednesday,6,Wednesday,11.90341675,0
4333,12,0,2,357,585,0,0,0,0,Wednesday,15,Wednesday,10.22893748,0
4334,64,0,2,1376,585,0,0,1,0,Wednesday,4,Wednesday,12.45420106,0
4335,85,0,2,344,1180,0,0,0,0,Wednesday,16,Wednesday,12.6458335,0
4336,12,2,3,448,0,0,0,1,0,Wednesday,7,Wednesday,0,0
4337,24,0,1,393,0,15,49,0,0,Wednesday,21,Wednesday,0,0
4338,10,0,2,626,977,0,0,0,0,Tuesday,22,Tuesday,7.551577293,0
4339,64,0,2,1283,52,0,0,0,0,Tuesday,22,Tuesday,22.78435133,0
4340,85,0,2,1198,393,0,0,1,0,Wednesday,21,Wednesday,27.86814301,0
4341,12,0,2,393,145,0,0,1,0,Thursday,9,Thursday,23.90224015,0
4342,12,2,3,393,0,0,0,0,0,Wednesday,7,Wednesday,0,0
4343,12,0,2,1320,393,0,0,1,0,Wednesday,18,Wednesday,40.27797552,0
4344,12,1,3,836,0,0,0,0,0,Wednesday,9,Wednesday,0,0
4345,12,2,3,1330,0,0,0,0,0,Wednesday,15,Wednesday,0,0
4346,10,1,3,540,0,0,0,0,0,Wednesday,12,Wednesday,0,0
4347,12,0,2,293,1384,0,0,1,0,Thursday,9,Thursday,23.62674775,0
4348,12,0,2,1150,1384,0,0,1,0,Wednesday,18,Wednesday,18.90022257,0
4349,85,0,2,353,393,0,0,0,0,Wednesday,15,Wednesday,21.96956647,0
4350,12,0,1,393,0,1,32,1,0,Saturday,11,Saturday,0,0
4351,12,0,2,1390,1130,0,0,1,0,Thursday,12,Thursday,5.598551137,0
4352,12,0,2,730,1349,0,0,1,0,Wednesday,17,Wednesday,9.267337665,0
4353,12,1,3,105,0,0,0,0,0,Wednesday,19,Wednesday,0,0
4354,12,0,2,392,824,0,0,0,0,Wednesday,18,Wednesday,18.39256652,0
4355,12,0,2,603,1338,0,0,1,0,Wednesday,18,Wednesday,7.877364852,1
4356,12,0,2,1038,1321,0,0,0,0,Wednesday,18,Wednesday,2.297002477,1
4357,12,0,2,585,330,0,0,0,0,Thursday,5,Thursday,13.24913894,0
4358,12,0,2,1183,393,0,0,0,1,Sunday,4,Sunday,26.377495,0
4359,12,0,2,793,393,0,0,0,0,Thursday,0,Thursday,23.15856185,0
4360,12,0,2,585,269,0,0,1,0,Wednesday,21,Wednesday,12.92557871,0
4361,12,1,3,1390,0,0,0,0,0,Wednesday,19,Wednesday,0,0
4362,24,0,2,1041,393,0,0,0,0,Friday,6,Friday,25.47574996,0
4363,12,0,2,571,393,0,0,1,0,Thursday,2,Thursday,27.59830194,0
4364,12,0,2,58,293,0,0,1,0,Thursday,11,Thursday,8.077241338,0
4365,12,0,2,1010,793,0,0,0,0,Thursday,8,Thursday,17.85312052,0
4366,24,0,2,1173,1393,0,0,0,0,Thursday,7,Thursday,27.43447338,0
4367,28,0,2,1041,949,0,0,0,0,Friday,9,Friday,5.393690147,0
4368,12,0,2,1243,1041,0,0,0,0,Friday,18,Friday,5.393690147,0
4369,12,0,2,1243,1041,0,0,0,0,Tuesday,18,Tuesday,5.393690147,0
4370,12,0,2,85,1384,0,0,0,0,Thursday,12,Thursday,20.2390242,0
4371,12,0,2,1095,393,0,0,1,0,Thursday,12,Thursday,30.88713979,0
4372,89,0,2,1086,585,0,0,0,0,Thursday,12,Thursday,11.17901947,1
4373,12,1,3,452,0,0,0,0,0,Thursday,12,Thursday,0,0
4374,12,0,2,722,1333,0,0,0,0,Thursday,17,Thursday,5.628444939,0
4375,12,0,2,1191,197,0,0,1,0,Thursday,15,Thursday,13.3436906,0
4376,24,0,2,1384,150,0,0,1,0,Thursday,16,Thursday,16.19910222,0
4377,89,0,2,1036,393,0,0,1,0,Friday,4,Friday,33.43506789,0
4378,12,0,2,363,168,0,0,1,0,Friday,17,Friday,12.83632191,0
4379,12,0,2,1384,1230,0,0,0,0,Saturday,16,Saturday,5.322591749,0
4380,12,0,2,1389,585,0,0,1,0,Friday,5,Friday,6.360926812,0
4381,12,0,2,1120,585,0,0,1,0,Thursday,18,Thursday,9.763840397,0
4382,12,0,2,1056,269,0,0,1,0,Friday,7,Friday,10.85859123,0
4383,12,0,2,1145,791,0,0,1,0,Thursday,22,Thursday,3.668280401,0
4384,12,0,2,1321,585,0,0,1,0,Thursday,18,Thursday,4.945742803,0
4385,12,0,2,1384,293,0,0,1,0,Friday,19,Friday,23.62674775,0
4386,12,0,2,1056,393,0,0,0,0,Friday,6,Friday,32.95439082,0
4387,12,1,3,112,0,0,0,0,0,Saturday,4,Saturday,0,0
4388,12,0,2,168,1330,0,0,1,0,Friday,5,Friday,12.54466398,0
4389,12,0,2,1056,393,0,0,1,0,Friday,12,Friday,32.95439082,0
4390,12,0,2,330,1295,0,0,1,0,Thursday,22,Thursday,8.869143768,0
4391,12,0,2,1056,393,0,0,1,0,Thursday,23,Thursday,32.95439082,0
4392,12,0,2,1248,585,0,0,0,1,Friday,5,Friday,0.336102577,1
4393,12,0,2,393,1150,0,0,1,0,Friday,1,Friday,23.03287702,0
4394,85,2,3,1332,0,0,0,0,0,Friday,7,Friday,0,0
4395,12,0,2,293,393,0,0,1,0,Saturday,6,Saturday,39.25760818,0
4396,28,0,2,448,1254,0,0,0,0,Friday,10,Friday,6.033730626,0
4397,12,0,2,271,1205,0,0,0,0,Friday,10,Friday,12.28810136,0
4398,12,0,2,1069,832,0,0,0,0,Friday,19,Friday,7.748164113,0
4399,12,0,2,571,625,0,0,0,0,Tuesday,17,Tuesday,4.469382243,0
4400,12,0,2,571,625,0,0,0,0,Monday,17,Monday,4.469382243,0
4401,12,0,2,571,625,0,0,0,0,Tuesday,17,Tuesday,4.469382243,0
